"区域编码","区域","页码","课程ID","课程名称","教学点","培训机构","课程教材"
"440000","广东省","2","MHa2m577HeM8s9759lnMXnw6082651K9","测试","河源市源城区浩恩教育培训中心","河源市源城区浩恩教育培训中心","标准日本语"
"440000","广东省","3","m3E6hv0Sz97w6oT5A1p72n8C6KtWd1qc","考级班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语九年级全一册"
"440000","广东省","3","mo01WeT8bxe498B1ky8mxK0O18N6Pun7","高考日语试学课","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","3","myuu2ZOTgI1A129Ga73c8A6oF664B38u","高考日语1对1小课","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","3","mZc7e9a9wPF4G9GBBDdOG501BUi1o3J2","高考日语","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","3","M07Zc1hgr6za9H26zy3NGbwbFLG2y750","高中日语","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","3","gTs832NnT9816cB9zFD2VnF33K65L0F0","高考日语精品班","源城区京成教育培训中心","河源市源城区京成教育培训中心","中日交流标准日本语"
"440000","广东省","3","NL49j971r6h5XBDcx5w19wjB40243704","基础班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语七年级全一册"
"440000","广东省","3","n5D6AoRvC4t74tR3u8nPo30El92nuZ40","高中日语进阶班1","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","3","M801Q40Qn4Kr0CAfghP3X59vWw0864m6","高中进阶日语班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","3","m817729ja5GIb5Yxk48GfDt6P89VA67l","高三日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","新版中日交流标准日本语（第二版）初级"
"440000","广东省","4","o5b767FmEvL4224y8I11g91q80bq8z99","日语考级","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语八年级全一册"
"440000","广东省","4","N11a95W3bpFGlq995DU54Pl6V3sMp747","高中艺术生文化生日语","广州海珠区拓鑫教育","广州海珠区拓鑫教育培训中心有限公司","全日制课程自编教材"
"440000","广东省","4","p18SZj8dAU255i9Oj1T94BfBVuH6jT78","基础班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","--"
"440000","广东省","4","f05904e2a5844e489904e2a5841e4894","日语试学","河源市源城区浩恩教育培训中心","河源市源城区浩恩教育培训中心","标准日本语"
"440000","广东省","4","Fhr1oqC07830c878249J6Q9a450rPcM9","兴趣班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语七年级全一册"
"440000","广东省","4","fQ417gZL31HH206758E2Q2toRKn7jA51","高中日语进阶班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","4","L06S50k2D0yTU88Eh18Gl17DY17895nv","高三日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","新版中日交流标准日本语（第二版）初级"
"440000","广东省","4","LD490IAZ7XzFyC14Fn65i996GJ2b3250","高考日语进阶班6","源城区京成教育培训中心","河源市源城区京成教育培训中心","中日交流标准日本语"
"440000","广东省","4","lD8IkL671H10318LZ13803f29ZR9s5zK","决胜营","广州市海珠区承明教育培训中心","广州市海珠区承明教育培训中心","学科核心素养提升用书.高中日语实用写作"
"440000","广东省","4","LbZ7w1hhOXI98Fm56HHSFg4q203RetHj","高中日语","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","中日交流标准日本语"
"440000","广东省","5","GNaWrib4P9834171fFAafz8A84512d8u","日语","河源市源城区浩恩教育培训中心","河源市源城区浩恩教育培训中心","标准日本语"
"440000","广东省","5","J3VkGYzOAPWD2iM013vh6XH83qLB8s15","高考日语进阶班4","源城区京成教育培训中心","河源市源城区京成教育培训中心","中日交流标准日本语"
"440000","广东省","5","Jc0653sax3k2wF7Gf94y1DDTc7x1je96","高中日语课程","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","5","i9G4x6Peb7Stbr879l3D183S1h936rUC","日语入门班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","--"
"440000","广东省","5","g30QzYTsA1qBVV0478lwepv8JM5vH5XT","日语基础班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","--"
"440000","广东省","5","hbd8e3P69379jj08xKf2E8FN7A096v39","日语入门课","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语七年级全一册"
"440000","广东省","5","h45590017F083E27R0clE7d2tNLqfAOF","日语基础班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语八年级全一册"
"440000","广东省","5","keF4I4HK97Lgnma880B5439dW8wG9715","日语课","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","5","l86l102mN24XDq2T4473SC77orq900P1","冲刺营","广州市海珠区承明教育培训中心","广州市海珠区承明教育培训中心","--"
"440000","广东省","5","aBz4L9a9TzrG86Y6F6704eoM7z2774S7","考级班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语九年级全一册"
"440000","广东省","6","r974891N1lU8072W1735j26V53nvL568","高考日语进阶班","源城区京成教育培训中心","河源市源城区京成教育培训中心","--"
"440000","广东省","6","Q4EZ195o5boIn3T8049U1g73dCbnq9j0","高考日语试学课","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","6","QfK093r9T6d0I1s58l49A79M6Bg96d5D","高中日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","新版中日交流标准日本语（第二版）初级"
"440000","广东省","6","S8yzCi8D8353c0Rf2371q4Q306uNSCs5","日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","--"
"440000","广东省","6","qRed6Eu508Ko17ii925U9a15KG09Bcz1","高三日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","高考日语蓝宝书语法"
"440000","广东省","6","suK49qc8lxIq94MMF4F81t6r70ou4MhP","兴趣班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语九年级全一册"
"440000","广东省","6","T4Ls0SM36907LMfbEve2g5ME9q47wtB3","高中进阶日语1班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","6","q2e6u4e5ghm031bp7Y13is8irA4mV68Z","高考日语进阶班5","源城区京成教育培训中心","河源市源城区京成教育培训中心","中日交流标准日本语"
"440000","广东省","7","K3jmc7V081iH517Q77SKVQn7rYqXT333","日语基础班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语八年级全一册"
"440000","广东省","8","yWwJ6Lj6S579087G4Mc80x5k3OL1F2MU","日语","河源市源城区浩恩教育培训中心","河源市源城区浩恩教育培训中心","标准日本语"
"440000","广东省","8","rC2D1zMCvoT66p8nc0xJbdsRZE25b4n3","日语A","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","中日交流标准日本语"
"440000","广东省","8","rW3d7U61C654kvtP0978duF1M9I2r75E","高考日语","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","8","z811O9fD5k03N3uoab3sb8m5dqz5ut83","高考日语进阶版2","源城区京成教育培训中心","河源市源城区京成教育培训中心","--"
"440000","广东省","8","z82Pt4WV0y0477G2X2l50w3872kT78cY","高考日语进阶班7","源城区京成教育培训中心","河源市源城区京成教育培训中心","--"
"440000","广东省","8","X12RTN4htJAhdrnb077TV5A495U98237","高中日语初级班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","8","X9d1Y0b2j49i380140142Z29cpVLv270","高考日语进阶班3","源城区京成教育培训中心","河源市源城区京成教育培训中心","中日交流标准日本语"
"440000","广东省","8","x847y7Kzcwe000W476gj6s683C7q1E6h","高中日语班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","8","vO9M7Mpx0m9ijJjLEy949ZKK9M7j2457","零基础兴趣班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语七年级全一册"
"440000","广东省","9","z37qlgQX6be3p16BI78u7a7zmh10g094","高三日语","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","中日交流标准日本语"
"440000","广东省","9","Z14KG3cyds7JFlS3C547x2937GaSd214","高考日语","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","9","gUS9439w84AK9Zy37z8dRn15R29Dky9G","日语小班","正方教育江南校区","梅州市梅江区正方教育培训中心","人教版初中日语七年级全一册"
"440000","广东省","9","Ub5O695n114Z58434NM9MQ7Q60SbQTHM","高考日语进阶班5","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","9","aI12nLG070n9Ue6slA8M90n8HwR92CQ7","日语","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","--"
"440000","广东省","9","s869sY72132hLF68O98BCrZt45P4P752","日语入门班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语九年级全一册"
"440000","广东省","9","P8wyyG75V2Zuz9j09F88Q9z3ozy2N7M7","高考日语进阶班9","源城区京成教育培训中心","河源市源城区京成教育培训中心","七年级全一册"
"440000","广东省","9","Ku2m7573m87Tg514m25LG996866mbVq5","高中日语初级班","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","标准日本语"
"440000","广东省","9","DUR3D6eh88bIA934y6654I0xAi3342UK","俄语","河源市源城区浩恩教育培训中心","河源市源城区浩恩教育培训中心","俄语"
"440000","广东省","9","z9HC1B6ZsJt6By1P6v1Y8d11C817zWeN","日语","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","--"
"440000","广东省","10","1f16c258d23d4a0a96c258d23dea0a52","高考日语","梅州市梅江区央博教育培训中心","梅州市梅江区央博教育培训中心","新版标准日本语"
"440000","广东省","10","s3gA752599776Xsd87Y40888q3lp4EQ4","先学后付高考日语","梅州市梅江区央博教育培训中心","梅州市梅江区央博教育培训中心","--"
"440000","广东省","10","z4Lc7Ac27C614Yrx8fU3p62R1CIY1873","高中日语","汕尾市城区粤星教育培训中心","汕尾市城区粤星教育培训中心","新版中日交流标准日本语（第二版）初级"
"440000","广东省","10","gAm4047n6P58jbnE6WC327O5842978mt","日语","河源市源城区浩恩教育培训中心","河源市源城区浩恩教育培训中心","标准日本语"
"440000","广东省","10","sGE5T79M05h922T3289XZvfP0L8tdRo0","精品日语小班","正方教育江南校区","梅州市梅江区正方教育培训中心","--"
"440000","广东省","10","Oj02TC2411A19ou15N807R5y8sN28L8R","精品日语小班","正方教育江南校区","梅州市梅江区正方教育培训中心","标准日本语初级上下册"
"440000","广东省","10","ktDAEKZOTLXW83bm4Ht6w45dF3f4Lf67","高中日语初级班4","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","标准日本语"
"440000","广东省","10","Ib2hghSxw7N36hCbrm52089Jp39P7Rwr","日语入门班","优见教育计星校区","茂名市茂南区优见计星教育培训中心","日语七年级全一册"
"440000","广东省","10","y2Ei86W8bRn1877l6Bkor7HL57dD34o4","高中日语初级班","河源市源城区新创星教育培训中心","河源市源城区新创星教育培训中心","--"
"440000","广东省","10","329873caa3aa47479873caa3aa4747bf","高一日语","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","标准日本语"
"440000","广东省","11","f3278d642259437ea78d642259f37eab","高三日语","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","标准日本语"
"440000","广东省","11","r7mC0S9f34a4R89186QYB64R8ee8O3X2","日语","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","--"
"440000","广东省","11","S07I323UkU37A3v6L0C6Y26Xx85KD604","高中日语班","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","--"
"440000","广东省","11","S1Q80xWYt422jM14KoRk6E92LArdru5K","初级日语班","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","--"
"440000","广东省","11","w5Z80354dQuu22n61u9W91gzqcZk42X0","日语入门班","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","--"
"440000","广东省","11","Ym2jW0T5af257z18m57Cm400678M5305","高中日语零基础班","陆丰市东海街道精华教育培训中心","陆丰市东海镇精华教育培训中心","--"
"440000","广东省","11","s0U6q4AZo1mgo4l6q5j86u94n70XW44J","日语","梅州市梅江区央博教育培训中心","梅州市梅江区央博教育培训中心","--"
"440000","广东省","12","iOlq6Z62B71ZT8Yjl4SpeHAN18jbh920","精品日语小班制","正方教育江南校区","梅州市梅江区正方教育培训中心","标准日本语初级上下册"
"440000","广东省","12","PLO24043487900poz18FB2ri11448V8i","高考日语进阶班8","源城区京成教育培训中心","河源市源城区京成教育培训中心","七年级全一册"
"440000","广东省","12","wgs04Hvhw693X63kH8580Xlg03ao32E2","高中日语体验课","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","--"
"440000","广东省","12","l2Ay7s67QxMY4824EUw0i3Xe8sm3RBXf","高中日语","陆丰市东海佑安教育培训中心","陆丰市东海佑安教育培训中心","标准日本语"
"440000","广东省","12","cOItXL8X6T7IulWYn7920jToejM3W75v","日语N3","陆丰市甲子镇优师教育培训中心","陆丰市甲子镇优师教育培训中心","中日交流标准日本语"
"440000","广东省","12","RWDrPQ9388a1hWz978724V93K12b1rLo","高考日语进阶班10","源城区京成教育培训中心","河源市源城区京成教育培训中心","八年级全一册"
"520000","贵州省","1","bVg2N5UO3j155352Df5t8l5u93r7kl7c","日语","关岭德才教育","关岭德才教育培训有限责任公司","日语"
"520000","贵州省","1","c83684eef15546e8b684eef15516e8f8","英语","关岭德才教育","关岭德才教育培训有限责任公司","标准日语"
"520000","贵州省","1","f8qVT7R0xD15941F663zN9167p8G22T2","日语","开发区西航路西航公寓B1栋201","安顺开发区绿晨培训学校","英语"
"520000","贵州省","1","G6q7C57C5m0FFq6zos7r1FDG79Peb69v","外语","关岭德才教育","关岭德才教育培训有限责任公司","--"
"520000","贵州省","1","Jc32ltT4A033A62C5Ff97B39e08x6zYN","高一升高二日语","关岭德才教育","关岭德才教育培训有限责任公司","--"
"520000","贵州省","1","U566299A51333U9gAyZYiTV8wm5F0n7M","高考复读日语集训","仁怀市立雪培训中心","仁怀市立雪培训中心","--"
"520000","贵州省","1","SCfz40XZ10DBT1EzZbgo76L9CH7qb73N","高三日语甲","关岭德才教育","关岭德才教育培训有限责任公司","--"
"520000","贵州省","1","vDO00J3x4W6bB05NR6o1l7935C59n463","高二日语","贵阳市花溪区溪北街道办溪北路麒龙溪园生洲阁一层4-5号","贵阳市花溪区外国语培训学校","--"
"520000","贵州省","1","h9KJ12765lLv1W2i73w47LxSV4LYh8Q0","日语","仁怀市鲁班大道尚礼社区幸福花园小区","仁怀市立雪培训中心","华东理工大学出版社"
"520000","贵州省","1","RSe63w4BUO03z66756z998F549sC35r2","高一日语","贵阳市花溪区溪北街道办溪北路麒龙溪园生洲阁一层4-5号","贵阳市花溪区外国语培训学校","--"
"520000","贵州省","2","x0x5d176yE4waK691BOW6ae1822fG5u7","高三日语","贵阳市花溪区溪北街道办溪北路麒龙溪园生洲阁一层4-5号","贵阳市花溪区外国语培训学校","--"
"520000","贵州省","2","yd682n4e546992043O4YQGT976T9E97v","高中外语集训","仁怀市立雪培训中心","仁怀市立雪培训中心","华东理工大学出版社"
"610000","陕西省","1","f224e8b3d7864f71a4e8b3d786bf719e","标准日本语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","f9M2o74FM5dE794RX136NR93j5b453Q4","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","i7ibDJ7Dw978m70W2X29Ub731zR7lvU7","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","je8c01hcj5S73371lt2qI6aYw4Je3p31","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","rBtI7G86WS2t5H57g3s74d202156626a","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","wmNpri51vq6um6p3J77La12QHps8467K","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","AR3T1g6HJ612M986tw12H120DCE9d241","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","标准日本语"
"610000","陕西省","1","VLO216IRAa045MvR2m2x174ij9053q3o","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
"610000","陕西省","1","Xmu9U9A462c63rc21T4E08584667CJ66","高中日语","勉县唐旭东教育培训学校","勉县唐旭东教育培训学校","新版 中日交流 标准日本语  初级（上）"
"610000","陕西省","1","MCW7teU398K26j47k04Dw347du9G51dI","高中日语","汉台区见山学科类培训学校","汉台区见山学科类培训学校","--"
